flt_id,日期,航司,航班号,计划起飞,实际起飞,计划降落,实际降落,实际上轮档,计划始发站,实际始发站,计划到达站,实际到达站,month_of_year,week_of_year,day_of_week,day_of_year,minutes_of_day,计划飞行时长,实际飞行时长,实际滑行时长,实际上轮档时长,机型
436627538,2024/3/18 0:00,MU,2316,2024/3/18 9:10,2024/3/18 9:14,2024/3/18 12:10,2024/3/18 11:44,2024/3/18 11:51,FOC,FOC,XIY,XIY,3,12,1,78,730,180,150,7,157,32L
436822848,2024/3/18 0:00,MU,2225,2024/3/18 9:15,2024/3/18 9:23,2024/3/18 11:45,2024/3/18 11:38,2024/3/18 11:44,SHA,SHA,XIY,XIY,3,12,1,78,705,150,135,6,141,325
436521953,2024/3/18 0:00,MU,6879,2024/3/18 9:05,2024/3/18 8:57,2024/3/18 10:15,2024/3/18 9:53,2024/3/18 10:05,LHW,LHW,XIY,XIY,3,12,1,78,615,70,56,12,68,320
436717597,2024/3/18 0:00,MU,2168,2024/3/18 19:55,2024/3/18 20:04,2024/3/18 22:30,2024/3/18 22:26,2024/3/18 22:30,SHA,SHA,XIY,XIY,3,12,1,78,1350,155,142,4,146,32L
436826520,2024/3/18 0:00,MU,2262,2024/3/18 10:25,2024/3/18 10:30,2024/3/18 11:45,2024/3/18 11:33,2024/3/18 11:39,CKG,CKG,XIY,XIY,3,12,1,78,705,80,63,6,69,320
436480340,2024/3/18 0:00,MU,6296,2024/3/18 12:25,2024/3/18 12:41,2024/3/18 15:50,2024/3/18 15:46,2024/3/18 15:56,KRY,KRY,XIY,XIY,3,12,1,78,950,205,185,10,195,32L
436808122,2024/3/18 0:00,MU,2108,2024/3/18 12:45,2024/3/18 12:48,2024/3/18 14:45,2024/3/18 14:32,2024/3/18 14:42,PKX,PKX,XIY,XIY,3,12,1,78,885,120,104,10,114,325
436889042,2024/3/18 0:00,MU,2190,2024/3/18 14:10,2024/3/18 14:14,2024/3/18 18:00,2024/3/18 17:36,2024/3/18 17:48,AKU,AKU,XIY,XIY,3,12,1,78,1080,230,202,12,214,319
436709881,2024/3/18 0:00,MU,2184,2024/3/18 10:45,2024/3/18 11:03,2024/3/18 14:10,2024/3/18 13:58,2024/3/18 14:08,SHE,SHE,XIY,XIY,3,12,1,78,850,205,175,10,185,32L
436774079,2024/3/18 0:00,MU,9894,2024/3/18 14:20,2024/3/18 14:21,2024/3/18 16:35,2024/3/18 16:09,2024/3/18 16:16,JGS,JGS,XIY,XIY,3,12,1,78,995,135,108,7,115,320
436645831,2024/3/18 0:00,MU,2142,2024/3/18 15:15,2024/3/18 15:21,2024/3/18 19:05,2024/3/18 18:28,2024/3/18 18:33,CGQ,CGQ,XIY,XIY,3,12,1,78,1145,230,187,5,192,32L
436454486,2024/3/18 0:00,MU,2210,2024/3/18 12:30,2024/3/18 12:38,2024/3/18 15:40,2024/3/18 15:30,2024/3/18 15:36,SWA,SWA,XIY,XIY,3,12,1,78,940,190,172,6,178,319
436770585,2024/3/19 0:00,MU,2266,2024/3/19 19:10,2024/3/19 19:21,2024/3/19 21:05,2024/3/19 20:50,2024/3/19 20:56,CSX,CSX,XIY,XIY,3,12,2,79,1265,115,89,6,95,320
436699482,2024/3/19 0:00,MU,2232,2024/3/19 21:00,2024/3/19 21:15,2024/3/19 23:35,2024/3/19 23:30,2024/3/19 23:34,PVG,PVG,XIY,XIY,3,12,2,79,1415,155,135,4,139,320
436885079,2024/3/19 0:00,MU,706,2024/3/19 3:15,2024/3/19 3:18,2024/3/19 11:20,2024/3/19 9:56,2024/3/19 10:03,DXB,DXB,XIY,XIY,3,12,2,79,680,485,398,7,405,33H
436673927,2024/3/19 0:00,MU,5723,2024/3/19 14:20,2024/3/19 14:23,2024/3/19 16:30,2024/3/19 16:05,2024/3/19 16:18,KMG,KMG,XIY,XIY,3,12,2,79,990,130,102,13,115,73L
436568359,2024/3/19 0:00,MU,2368,2024/3/19 12:35,2024/3/19 12:43,2024/3/19 15:35,2024/3/19 15:16,2024/3/19 15:28,HAK,HAK,XIY,XIY,3,12,2,79,935,180,153,12,165,32L
436756699,2024/3/19 0:00,MU,2393,2024/3/19 12:40,2024/3/19 12:44,2024/3/19 15:30,2024/3/19 15:18,2024/3/19 15:32,NGB,NGB,XIY,XIY,3,12,2,79,930,170,154,14,168,321
436655645,2024/3/19 0:00,MU,6152,2024/3/19 10:35,2024/3/19 10:49,2024/3/19 13:25,2024/3/19 13:21,2024/3/19 13:32,PVG,PVG,XIY,XIY,3,12,2,79,805,170,152,11,163,32L
436680553,2024/3/19 0:00,MU,2737,2024/3/19 13:50,2024/3/19 15:07,2024/3/19 16:20,2024/3/19 17:11,2024/3/19 17:19,WUX,WUX,XIY,XIY,3,12,2,79,980,150,124,8,132,321
436605357,2024/3/19 0:00,MU,2160,2024/3/19 15:40,2024/3/19 15:49,2024/3/19 18:15,2024/3/19 18:06,2024/3/19 18:13,SHA,SHA,XIY,XIY,3,12,2,79,1095,155,137,7,144,919
436765974,2024/3/19 0:00,MU,5225,2024/3/19 16:45,2024/3/19 16:47,2024/3/19 20:00,2024/3/19 19:16,2024/3/19 19:26,XMN,XMN,XIY,XIY,3,12,2,79,1200,195,149,10,159,32L
436592715,2024/3/19 0:00,MU,2240,2024/3/19 23:00,2024/3/19 22:51,2024/3/20 1:35,2024/3/20 1:11,2024/3/20 1:23,SHA,SHA,XIY,XIY,3,12,3,80,95,155,140,12,152,320
436747189,2024/3/19 0:00,MU,2336,2024/3/19 16:00,2024/3/19 15:58,2024/3/19 18:50,2024/3/19 18:21,2024/3/19 18:33,LXA,LXA,XIY,XIY,3,12,2,79,1130,170,143,12,155,319
436518338,2024/3/19 0:00,MU,2121,2024/3/19 8:55,2024/3/19 8:57,2024/3/19 10:55,2024/3/19 10:37,2024/3/19 10:50,PKX,PKX,XIY,XIY,3,12,2,79,655,120,100,13,113,32L
436641151,2024/3/19 0:00,MU,2174,2024/3/19 17:35,2024/3/19 17:43,2024/3/19 21:25,2024/3/19 20:52,2024/3/19 21:04,HRB,HRB,XIY,XIY,3,12,2,79,1285,230,189,12,201,73L
436440891,2024/3/19 0:00,MU,2114,2024/3/19 17:00,2024/3/19 17:18,2024/3/19 19:25,2024/3/19 18:51,2024/3/19 19:04,PKX,PKX,XIY,XIY,3,12,2,79,1165,145,93,13,106,32L
436752803,2024/3/19 0:00,MU,6483,2024/3/19 7:40,2024/3/19 7:37,2024/3/19 10:30,2024/3/19 10:18,2024/3/19 10:31,NGB,NGB,XIY,XIY,3,12,2,79,630,170,161,13,174,32L
436445844,2024/3/19 0:00,MU,2112,2024/3/19 16:00,2024/3/19 16:21,2024/3/19 18:10,2024/3/19 17:54,2024/3/19 18:01,PKX,PKX,XIY,XIY,3,12,2,79,1090,130,93,7,100,32L
436571052,2024/3/19 0:00,MU,2104,2024/3/19 10:00,2024/3/19 10:02,2024/3/19 12:15,2024/3/19 11:48,2024/3/19 12:01,PKX,PKX,XIY,XIY,3,12,2,79,735,135,106,13,119,32L
436823206,2024/3/19 0:00,MU,5552,2024/3/19 13:10,2024/3/19 13:20,2024/3/19 14:30,2024/3/19 14:24,2024/3/19 14:37,DSN,DSN,XIY,XIY,3,12,2,79,870,80,64,13,77,320
436458509,2024/3/19 0:00,MU,2116,2024/3/19 19:00,2024/3/19 19:15,2024/3/19 21:05,2024/3/19 20:58,2024/3/19 21:04,PKX,PKX,XIY,XIY,3,12,2,79,1265,125,103,6,109,321
436819488,2024/3/19 0:00,MU,2152,2024/3/19 8:20,2024/3/19 8:28,2024/3/19 10:45,2024/3/19 10:53,2024/3/19 11:00,SHA,SHA,XIY,XIY,3,12,2,79,645,145,145,7,152,919
436653613,2024/3/19 0:00,MU,2212,2024/3/19 16:55,2024/3/19 17:06,2024/3/19 18:00,2024/3/19 17:57,2024/3/19 18:13,UYN,UYN,XIY,XIY,3,12,2,79,1080,65,51,16,67,320
436749748,2024/3/19 0:00,MU,5791,2024/3/19 8:35,2024/3/19 8:39,2024/3/19 11:10,2024/3/19 11:02,2024/3/19 11:14,JHG,JHG,XIY,XIY,3,12,2,79,670,155,143,12,155,737
436873851,2024/3/19 0:00,MU,9564,2024/3/19 7:50,2024/3/19 7:49,2024/3/19 9:25,2024/3/19 9:17,2024/3/19 9:31,HET,HET,XIY,XIY,3,12,2,79,565,95,88,14,102,319
436630922,2024/3/19 0:00,MU,2216,2024/3/19 16:30,2024/3/19 16:21,2024/3/19 19:00,2024/3/19 18:15,2024/3/19 18:28,DNH,DNH,XIY,XIY,3,12,2,79,1140,150,114,13,127,319
436811908,2024/3/19 0:00,MU,2683,2024/3/19 8:20,2024/3/19 8:40,2024/3/19 10:40,2024/3/19 10:58,2024/3/19 11:12,NTG,NTG,XIY,XIY,3,12,2,79,640,140,138,14,152,320
436868521,2024/3/19 0:00,MU,2110,2024/3/19 14:00,2024/3/19 14:08,2024/3/19 16:15,2024/3/19 15:44,2024/3/19 15:57,PKX,PKX,XIY,XIY,3,12,2,79,975,135,96,13,109,320
436815578,2024/3/19 0:00,MU,2955,2024/3/19 19:55,2024/3/19 20:26,2024/3/19 21:55,2024/3/19 22:30,2024/3/19 22:35,CZX,CZX,XIY,XIY,3,12,2,79,1315,120,124,5,129,320
436444199,2024/3/19 0:00,MU,2316,2024/3/19 8:35,2024/3/19 8:54,2024/3/19 11:35,2024/3/19 11:31,2024/3/19 11:39,FOC,FOC,XIY,XIY,3,12,2,79,695,180,157,8,165,32L
436567296,2024/3/19 0:00,MU,2142,2024/3/19 15:15,2024/3/19 15:24,2024/3/19 19:05,2024/3/19 18:35,2024/3/19 18:48,CGQ,CGQ,XIY,XIY,3,12,2,79,1145,230,191,13,204,32L
436819862,2024/3/19 0:00,MU,2082,2024/3/19 1:05,2024/3/19 1:15,2024/3/19 6:05,2024/3/19 5:04,2024/3/19 5:12,HKT,HKT,XIY,XIY,3,12,2,79,365,300,229,8,237,32L
436879920,2024/3/19 0:00,MU,2983,2024/3/19 13:20,2024/3/19 13:30,2024/3/19 15:30,2024/3/19 15:26,2024/3/19 15:39,NKG,NKG,XIY,XIY,3,12,2,79,930,130,116,13,129,320
436886270,2024/3/19 0:00,MU,2358,2024/3/19 21:15,2024/3/19 21:19,2024/3/20 0:10,2024/3/19 23:38,2024/3/19 23:43,HAK,HAK,XIY,XIY,3,12,3,80,10,175,139,5,144,325
436439837,2024/3/19 0:00,MU,2140,2024/3/19 21:30,2024/3/19 21:41,2024/3/20 0:45,2024/3/20 0:18,2024/3/20 0:30,SYX,SYX,XIY,XIY,3,12,3,80,45,195,157,12,169,325
436825164,2024/3/19 0:00,MU,5715,2024/3/19 22:55,2024/3/19 23:03,2024/3/20 1:00,2024/3/20 0:44,2024/3/20 0:49,PKX,PKX,XIY,XIY,3,12,3,80,60,125,101,5,106,325
436762760,2024/3/19 0:00,MU,6484,2024/3/19 16:50,2024/3/19 16:51,2024/3/19 20:30,2024/3/19 20:03,2024/3/19 20:10,KCA,KCA,XIY,XIY,3,12,2,79,1230,220,192,7,199,32L
436771218,2024/3/19 0:00,MU,2302,2024/3/19 13:40,2024/3/19 14:08,2024/3/19 16:25,2024/3/19 16:23,2024/3/19 16:35,CAN,CAN,XIY,XIY,3,12,2,79,985,165,135,12,147,32L
436543234,2024/3/19 0:00,MU,6531,2024/3/19 20:10,2024/3/19 20:01,2024/3/19 22:25,2024/3/19 21:54,2024/3/19 22:01,TAO,TAO,XIY,XIY,3,12,2,79,1345,135,113,7,120,32L
436742857,2024/3/19 0:00,MU,6524,2024/3/19 10:20,2024/3/19 10:19,2024/3/19 12:25,2024/3/19 12:12,2024/3/19 12:17,DOY,DOY,XIY,XIY,3,12,2,79,745,125,113,5,118,32L
436771980,2024/3/19 0:00,MU,2290,2024/3/19 21:45,2024/3/19 21:42,2024/3/20 0:30,2024/3/20 0:08,2024/3/20 0:15,WNZ,WNZ,XIY,XIY,3,12,3,80,30,165,146,7,153,319
436753833,2024/3/19 0:00,MU,2272,2024/3/19 18:45,2024/3/19 18:55,2024/3/19 21:55,2024/3/19 21:50,2024/3/19 22:01,CGQ,CGQ,XIY,XIY,3,12,2,79,1315,190,175,11,186,32L
436877867,2024/3/19 0:00,MU,2388,2024/3/19 10:45,2024/3/19 11:37,2024/3/19 13:10,2024/3/19 13:27,2024/3/19 13:39,NKG,NKG,XIY,XIY,3,12,2,79,790,145,110,12,122,32L
436851166,2024/3/19 0:00,MU,2386,2024/3/19 16:40,2024/3/19 16:38,2024/3/19 20:35,2024/3/19 20:07,2024/3/19 20:23,HTN,HTN,XIY,XIY,3,12,2,79,1235,235,209,16,225,32L
436874354,2024/3/19 0:00,MU,2158,2024/3/19 14:15,2024/3/19 14:41,2024/3/19 16:45,2024/3/19 17:05,2024/3/19 17:11,SHA,SHA,XIY,XIY,3,12,2,79,1005,150,144,6,150,325
436791647,2024/3/19 0:00,MU,2362,2024/3/19 21:55,2024/3/19 22:09,2024/3/20 0:10,2024/3/19 23:48,2024/3/19 23:57,KMG,KMG,XIY,XIY,3,12,3,80,10,135,99,9,108,32L
436638112,2024/3/19 0:00,MU,2106,2024/3/19 11:00,2024/3/19 11:12,2024/3/19 13:15,2024/3/19 12:48,2024/3/19 13:01,PKX,PKX,XIY,XIY,3,12,2,79,795,135,96,13,109,32L
436723824,2024/3/19 0:00,MU,2378,2024/3/19 19:55,2024/3/19 19:47,2024/3/19 23:30,2024/3/19 22:46,2024/3/19 22:53,AAT,AAT,XIY,XIY,3,12,2,79,1410,215,179,7,186,32L
436745354,2024/3/19 0:00,MU,2356,2024/3/19 15:45,2024/3/19 15:40,2024/3/19 19:10,2024/3/19 18:28,2024/3/19 18:41,KRL,KRL,XIY,XIY,3,12,2,79,1150,205,168,13,181,32L
436586684,2024/3/19 0:00,MU,2172,2024/3/19 19:25,2024/3/19 19:45,2024/3/19 22:25,2024/3/19 22:17,2024/3/19 22:36,HAK,HAK,XIY,XIY,3,12,2,79,1345,180,152,19,171,32L
436515226,2024/3/19 0:00,MU,2184,2024/3/19 10:45,2024/3/19 10:57,2024/3/19 14:10,2024/3/19 13:51,2024/3/19 14:03,SHE,SHE,XIY,XIY,3,12,2,79,850,205,174,12,186,32L
436805502,2024/3/19 0:00,MU,2204,2024/3/19 19:55,2024/3/19 19:50,2024/3/20 0:05,2024/3/19 23:33,2024/3/19 23:45,KHG,KHG,XIY,XIY,3,12,3,80,5,250,223,12,235,32L
436653223,2024/3/19 0:00,MU,2154,2024/3/19 12:30,2024/3/19 12:40,2024/3/19 15:15,2024/3/19 14:58,2024/3/19 15:09,SHA,SHA,XIY,XIY,3,12,2,79,915,165,138,11,149,32L
436762350,2024/3/19 0:00,MU,2208,2024/3/19 19:20,2024/3/19 19:14,2024/3/19 21:35,2024/3/19 20:54,2024/3/19 21:01,KMG,KMG,XIY,XIY,3,12,2,79,1295,135,100,7,107,32L
436469015,2024/3/19 0:00,MU,2118,2024/3/19 20:00,2024/3/19 20:09,2024/3/19 22:10,2024/3/19 21:44,2024/3/19 21:48,PKX,PKX,XIY,XIY,3,12,2,79,1330,130,95,4,99,32L
436823777,2024/3/19 0:00,MU,2214,2024/3/19 10:55,2024/3/19 11:28,2024/3/19 14:15,2024/3/19 13:58,2024/3/19 14:11,XMN,XMN,XIY,XIY,3,12,2,79,855,200,150,13,163,32L
436586284,2024/3/19 0:00,MU,2413,2024/3/19 6:15,2024/3/19 6:17,2024/3/19 8:40,2024/3/19 8:10,2024/3/19 8:16,TAO,TAO,XIY,XIY,3,12,2,79,520,145,113,6,119,32L
436859339,2024/3/19 0:00,MU,2268,2024/3/19 21:35,2024/3/19 22:02,2024/3/19 22:50,2024/3/19 22:56,2024/3/19 23:02,CKG,CKG,XIY,XIY,3,12,2,79,1370,75,54,6,60,32L
436764089,2024/3/19 0:00,MU,2300,2024/3/19 21:30,2024/3/19 21:25,2024/3/20 0:55,2024/3/20 0:26,2024/3/20 0:46,URC,URC,XIY,XIY,3,12,3,80,55,205,181,20,201,325
436926828,2024/3/19 0:00,MU,5725,2024/3/19 15:15,2024/3/19 15:13,2024/3/19 17:30,2024/3/19 17:08,2024/3/19 17:15,DLU,DLU,XIY,XIY,3,12,2,79,1050,135,115,7,122,737
436749006,2024/3/19 0:00,MU,5569,2024/3/19 16:35,2024/3/19 16:48,2024/3/19 18:15,2024/3/19 18:23,2024/3/19 18:30,HFE,HFE,XIY,XIY,3,12,2,79,1095,100,95,7,102,320
436797120,2024/3/19 0:00,MU,2244,2024/3/19 10:35,2024/3/19 10:31,2024/3/19 11:55,2024/3/19 11:29,2024/3/19 11:41,LLV,LLV,XIY,XIY,3,12,2,79,715,80,58,12,70,319
436622671,2024/3/19 0:00,MU,2322,2024/3/19 19:30,2024/3/19 19:28,2024/3/19 22:55,2024/3/19 22:25,2024/3/19 22:39,KRY,KRY,XIY,XIY,3,12,2,79,1375,205,177,14,191,319
436556302,2024/3/19 0:00,MU,2298,2024/3/19 17:15,2024/3/19 17:10,2024/3/19 20:05,2024/3/19 19:32,2024/3/19 19:39,DLC,DLC,XIY,XIY,3,12,2,79,1205,170,142,7,149,320
436878389,2024/3/19 0:00,MU,9878,2024/3/19 9:25,2024/3/19 9:48,2024/3/19 10:50,2024/3/19 11:18,2024/3/19 11:24,WUH,WUH,XIY,XIY,3,12,2,79,650,85,90,6,96,320
436685021,2024/3/19 0:00,MU,2324,2024/3/19 19:45,2024/3/19 19:39,2024/3/19 21:00,2024/3/19 20:32,2024/3/19 20:38,UYN,UYN,XIY,XIY,3,12,2,79,1260,75,53,6,59,320
436690682,2024/3/19 0:00,MU,2156,2024/3/19 13:20,2024/3/19 13:36,2024/3/19 15:50,2024/3/19 15:54,2024/3/19 16:07,SHA,SHA,XIY,XIY,3,12,2,79,950,150,138,13,151,320
436738646,2024/3/19 0:00,MU,9858,2024/3/19 16:10,2024/3/19 16:51,2024/3/19 17:50,2024/3/19 18:09,2024/3/19 18:24,WMT,WMT,XIY,XIY,3,12,2,79,1070,100,78,15,93,319
436643042,2024/3/19 0:00,MU,2276,2024/3/19 17:50,2024/3/19 17:53,2024/3/19 19:00,2024/3/19 18:43,2024/3/19 18:56,UYN,UYN,XIY,XIY,3,12,2,79,1140,70,50,13,63,319
436945688,2024/3/19 0:00,MU,6980,2024/3/19 22:50,2024/3/19 22:45,2024/3/20 1:10,2024/3/20 0:36,2024/3/20 0:50,DNH,DNH,XIY,XIY,3,12,3,80,70,140,111,14,125,319
436578578,2024/3/19 0:00,MU,5562,2024/3/19 22:35,2024/3/19 22:47,2024/3/20 0:45,2024/3/20 0:41,2024/3/20 0:52,LYG,LYG,XIY,XIY,3,12,3,80,45,130,114,11,125,320
436825299,2024/3/19 0:00,MU,9990,2024/3/19 11:20,2024/3/19 11:18,2024/3/19 12:40,2024/3/19 12:22,2024/3/19 12:31,DSN,DSN,XIY,XIY,3,12,2,79,760,80,64,9,73,319
436588013,2024/3/19 0:00,MU,2314,2024/3/19 17:55,2024/3/19 17:44,2024/3/19 19:30,2024/3/19 18:47,2024/3/19 18:59,XNN,XNN,XIY,XIY,3,12,2,79,1170,95,63,12,75,319
436500854,2024/3/19 0:00,MU,2132,2024/3/19 14:45,2024/3/19 14:44,2024/3/19 18:55,2024/3/19 18:37,2024/3/19 18:44,KHG,KHG,XIY,XIY,3,12,2,79,1135,250,233,7,240,319
436575269,2024/3/19 0:00,MU,2376,2024/3/19 21:00,2024/3/19 20:54,2024/3/19 23:05,2024/3/19 22:35,2024/3/19 22:44,GOQ,GOQ,XIY,XIY,3,12,2,79,1385,125,101,9,110,319
436476911,2024/3/19 0:00,MU,9872,2024/3/19 21:10,2024/3/19 21:31,2024/3/20 0:55,2024/3/20 1:08,2024/3/20 1:23,QSZ,QSZ,XIY,XIY,3,12,3,80,55,225,217,15,232,319
436876077,2024/3/19 0:00,MU,2159,2024/3/19 12:05,2024/3/19 11:54,2024/3/19 12:55,2024/3/19 12:38,2024/3/19 12:51,ENY,ENY,XIY,XIY,3,12,2,79,775,50,44,13,57,319
436689086,2024/3/19 0:00,MU,6204,2024/3/19 11:35,2024/3/19 11:35,2024/3/19 13:20,2024/3/19 12:52,2024/3/19 13:04,JIC,JIC,XIY,XIY,3,12,2,79,800,105,77,12,89,319
436742197,2024/3/19 0:00,MU,2334,2024/3/19 12:10,2024/3/19 12:30,2024/3/19 14:50,2024/3/19 14:56,2024/3/19 15:07,LXA,LXA,XIY,XIY,3,12,2,79,890,160,146,11,157,319
436567444,2024/3/19 0:00,MU,9906,2024/3/19 21:05,2024/3/19 21:33,2024/3/20 0:05,2024/3/19 23:51,2024/3/19 23:55,XMN,XMN,XIY,XIY,3,12,3,80,5,180,138,4,142,32L
436660303,2024/3/19 0:00,MU,9024,2024/3/19 21:20,2024/3/19 21:17,2024/3/20 1:00,2024/3/20 0:39,2024/3/20 0:52,YIN,YIN,XIY,XIY,3,12,3,80,60,220,202,13,215,32L
436642113,2024/3/19 0:00,MU,2166,2024/3/19 18:35,2024/3/19 18:48,2024/3/19 20:55,2024/3/19 21:06,2024/3/19 21:14,SHA,SHA,XIY,XIY,3,12,2,79,1255,140,138,8,146,320
436515093,2024/3/19 0:00,MU,2170,2024/3/19 20:35,2024/3/19 20:46,2024/3/19 23:10,2024/3/19 23:03,2024/3/19 23:08,SHA,SHA,XIY,XIY,3,12,2,79,1390,155,137,5,142,32L
436658027,2024/3/19 0:00,MU,2168,2024/3/19 19:55,2024/3/19 20:08,2024/3/19 22:30,2024/3/19 22:27,2024/3/19 22:36,SHA,SHA,XIY,XIY,3,12,2,79,1350,155,139,9,148,320
436773412,2024/3/19 0:00,MU,9894,2024/3/19 14:20,2024/3/19 14:39,2024/3/19 16:35,2024/3/19 16:37,2024/3/19 16:43,JGS,JGS,XIY,XIY,3,12,2,79,995,135,118,6,124,320
436763202,2024/3/19 0:00,MU,2260,2024/3/19 19:45,2024/3/19 19:48,2024/3/19 21:45,2024/3/19 21:31,2024/3/19 21:48,JGN,JGN,XIY,XIY,3,12,2,79,1305,120,103,17,120,320
436543931,2024/3/19 0:00,MU,6924,2024/3/19 19:10,2024/3/19 19:13,2024/3/19 21:20,2024/3/19 20:59,2024/3/19 21:09,TSN,TSN,XIY,XIY,3,12,2,79,1280,130,106,10,116,320
436880644,2024/3/19 0:00,MU,2262,2024/3/19 10:25,2024/3/19 10:33,2024/3/19 11:45,2024/3/19 11:45,2024/3/19 12:02,CKG,CKG,XIY,XIY,3,12,2,79,705,80,72,17,89,320
436789130,2024/3/19 0:00,FM,9203,2024/3/19 17:15,2024/3/19 17:27,2024/3/19 19:45,2024/3/19 19:43,2024/3/19 19:50,SHA,SHA,XIY,XIY,3,12,2,79,1185,150,136,7,143,325
436793223,2024/3/19 0:00,MU,2270,2024/3/19 12:40,2024/3/19 12:57,2024/3/19 15:10,2024/3/19 15:11,2024/3/19 15:23,SZX,SZX,XIY,XIY,3,12,2,79,910,150,134,12,146,325
436884374,2024/3/19 0:00,MU,2162,2024/3/19 16:00,2024/3/19 16:20,2024/3/19 18:45,2024/3/19 18:49,2024/3/19 18:57,PVG,PVG,XIY,XIY,3,12,2,79,1125,165,149,8,157,319
436858977,2024/3/19 0:00,MU,2288,2024/3/19 9:45,2024/3/19 9:57,2024/3/19 10:50,2024/3/19 10:56,2024/3/19 11:09,UYN,UYN,XIY,XIY,3,12,2,79,650,65,59,13,72,320
436625449,2024/3/19 0:00,MU,2398,2024/3/19 15:30,2024/3/19 15:46,2024/3/19 18:00,2024/3/19 17:58,2024/3/19 18:05,HGH,HGH,XIY,XIY,3,12,2,79,1080,150,132,7,139,325
436501313,2024/3/19 0:00,MU,5022,2024/3/19 17:00,2024/3/19 17:04,2024/3/19 19:20,2024/3/19 18:57,2024/3/19 19:04,TAO,TAO,XIY,XIY,3,12,2,79,1160,140,113,7,120,320
436750005,2024/3/19 0:00,MU,2342,2024/3/19 19:20,2024/3/19 19:16,2024/3/19 21:50,2024/3/19 21:39,2024/3/19 21:45,ZUH,ZUH,XIY,XIY,3,12,2,79,1310,150,143,6,149,319
436654229,2024/3/19 0:00,MU,2895,2024/3/19 18:30,2024/3/19 18:34,2024/3/19 20:40,2024/3/19 20:21,2024/3/19 20:26,NKG,NKG,XIY,XIY,3,12,2,79,1240,130,107,5,112,32L
436631367,2024/3/19 0:00,MU,2885,2024/3/19 18:35,2024/3/19 18:41,2024/3/19 20:55,2024/3/19 20:40,2024/3/19 20:47,WUX,WUX,XIY,XIY,3,12,2,79,1255,140,119,7,126,320
436796125,2024/3/19 0:00,MU,2278,2024/3/19 20:20,2024/3/19 20:30,2024/3/19 21:25,2024/3/19 21:18,2024/3/19 21:24,UYN,UYN,XIY,XIY,3,12,2,79,1285,65,48,6,54,32L
436701765,2024/3/19 0:00,MU,2380,2024/3/19 22:05,2024/3/19 22:12,2024/3/20 0:15,2024/3/20 0:13,2024/3/20 0:18,HGH,HGH,XIY,XIY,3,12,3,80,15,130,121,5,126,325
436430460,2024/3/19 0:00,MU,2312,2024/3/19 11:00,2024/3/19 11:03,2024/3/19 13:30,2024/3/19 13:08,2024/3/19 13:23,CAN,CAN,XIY,XIY,3,12,2,79,810,150,125,15,140,325
436873869,2024/3/19 0:00,MU,2335,2024/3/19 6:30,2024/3/19 6:46,2024/3/19 9:20,2024/3/19 9:19,2024/3/19 9:39,PVG,PVG,XIY,XIY,3,12,2,79,560,170,153,20,173,325
436580767,2024/3/19 0:00,MU,2429,2024/3/19 7:10,2024/3/19 7:04,2024/3/19 8:55,2024/3/19 8:41,2024/3/19 8:57,TNA,TNA,XIY,XIY,3,12,2,79,535,105,97,16,113,320
436848872,2024/3/19 0:00,MU,9986,2024/3/19 6:55,2024/3/19 7:01,2024/3/19 7:55,2024/3/19 7:48,2024/3/19 7:54,UYN,UYN,XIY,XIY,3,12,2,79,475,60,47,6,53,32L
436465471,2024/3/19 0:00,MU,2301,2024/3/19 7:00,2024/3/19 6:58,2024/3/19 8:25,2024/3/19 7:43,2024/3/19 7:49,INC,INC,XIY,XIY,3,12,2,79,505,85,45,6,51,32L
436583493,2024/3/19 0:00,MU,2153,2024/3/19 7:00,2024/3/19 7:10,2024/3/19 8:35,2024/3/19 8:13,2024/3/19 8:25,XNN,XNN,XIY,XIY,3,12,2,79,515,95,63,12,75,320
436467991,2024/3/19 0:00,MU,2138,2024/3/19 16:55,2024/3/19 19:06,2024/3/19 20:05,2024/3/19 21:36,2024/3/19 21:43,FOC,FOC,XIY,XIY,3,12,2,79,1205,190,150,7,157,32L
436741057,2024/3/19 0:00,MU,2426,2024/3/19 7:15,2024/3/19 7:14,2024/3/19 8:40,2024/3/19 8:17,2024/3/19 8:31,DSN,DSN,XIY,XIY,3,12,2,79,520,85,63,14,77,320
436462852,2024/3/19 0:00,MU,2875,2024/3/19 7:10,2024/3/19 7:20,2024/3/19 9:20,2024/3/19 9:23,2024/3/19 9:41,NKG,NKG,XIY,XIY,3,12,2,79,560,130,123,18,141,32L
436757937,2024/3/19 0:00,MU,2252,2024/3/19 7:30,2024/3/19 7:36,2024/3/19 10:45,2024/3/19 10:15,2024/3/19 10:30,URC,URC,XIY,XIY,3,12,2,79,645,195,159,15,174,325
436677616,2024/3/19 0:00,MU,2385,2024/3/19 7:45,2024/3/19 7:44,2024/3/19 9:35,2024/3/19 9:28,2024/3/19 9:40,HFE,HFE,XIY,XIY,3,12,2,79,575,110,104,12,116,32L
436450873,2024/3/19 0:00,MU,5727,2024/3/19 8:15,2024/3/19 8:25,2024/3/19 10:30,2024/3/19 10:06,2024/3/19 10:17,KMG,KMG,XIY,XIY,3,12,2,79,630,135,101,11,112,737
